header
IE0.0    -7.4456       1       1 9.0727  2.6897  8.3       56.14   56.14
OF1.0    -7.4224    0.00 9.0733     0.00    0.00    0.00    0.00    0.00
OF2.0    -7.3992    0.00 9.0738     0.00    0.00    0.00    0.00    0.00
OF3.0    -7.3759    0.00 9.0744     0.00    0.00    0.00    0.00    0.00
OF4.0    -7.3527    0.00 9.075      0.00    0.00    0.00    0.00    0.00
OF5.0    -7.3295    0.00 9.0756     0.00    0.00    0.00    0.00    0.00
OF6.0    -7.3062    0.00 9.0761     0.00    0.00    0.00    0.00    0.00
OF7.0    -7.283     0.00 9.0767     0.00    0.00    0.00    0.00    0.00
OF8.0    -7.2598    0.00 9.0773     0.00    0.00    0.00    0.00    0.00
OF9.0    -7.2366    0.00 9.0779     0.00    0.00    0.00    0.00    0.00
OF10.0   -7.2134    0.00 9.0784     0.00    0.00    0.00    0.00    0.00
OF11.0   -7.1901    0.00 9.079      0.00    0.00    0.00    0.00    0.00
OF12.0   -7.1669    0.00 9.0796     0.00    0.00    0.00    0.00    0.00
OF13.0   -7.1437    0.00 9.0801     0.00    0.00    0.00    0.00    0.00
OF14.0   -7.1205    0.00 9.0807     0.00    0.00    0.00    0.00    0.00
OF15.0   -7.0972    0.00 9.0813     0.00    0.00    0.00    0.00    0.00
OF16.0   -7.0741    0.00 9.0819     0.00    0.00    0.00    0.00    0.00
OF17.0   -7.0508    0.00 9.0824     0.00    0.00    0.00    0.00    0.00
OF18.0   -7.0276    0.00 9.083      0.00    0.00    0.00    0.00    0.00
OF19.0   -7.0044    0.00 9.0836     0.00    0.00    0.00    0.00    0.00
OF20.0   -6.9812    0.00 9.0842     0.00    0.00    0.00    0.00    0.00
OF21.0   -6.958     0.00 9.0847     0.00    0.00    0.00    0.00    0.00
OF22.0   -6.9347    0.00 9.0853     0.00    0.00    0.00    0.00    0.00
OF23.0   -6.9115    0.00 9.0859     0.00    0.00    0.00    0.00    0.00
OF24.0   -6.8883    0.00 9.0864     0.00    0.00    0.00    0.00    0.00
OF25.0   -6.8651    0.00 9.087      0.00    0.00    0.00    0.00    0.00
OF26.0   -6.8419    0.00 9.0876     0.00    0.00    0.00    0.00    0.00
OF27.0   -6.8187    0.00 9.0882     0.00    0.00    0.00    0.00    0.00
OF28.0   -6.7954    0.00 9.0887     0.00    0.00    0.00    0.00    0.00
OF29.0   -6.7722    0.00 9.0893     0.00    0.00    0.00    0.00    0.00
OF30.0   -6.749     0.00 9.0899     0.00    0.00    0.00    0.00    0.00
OF31.0   -6.7257    0.00 9.0905     0.00    0.00    0.00    0.00    0.00
OF32.0   -6.7026    0.00 9.091      0.00    0.00    0.00    0.00    0.00
OF33.0   -6.6793    0.00 9.0916     0.00    0.00    0.00    0.00    0.00
OF34.0   -6.6561    0.00 9.0922     0.00    0.00    0.00    0.00    0.00
OF35.0   -6.6329    0.00 9.0927     0.00    0.00    0.00    0.00    0.00
OF36.0   -6.6096    0.00 9.0933     0.00    0.00    0.00    0.00    0.00
OF37.0   -6.5864    0.00 9.0939     0.00    0.00    0.00    0.00    0.00
OF38.0   -6.5632    0.00 9.0945     0.00    0.00    0.00    0.00    0.00
OF39.0   -6.5399    0.00 9.095      0.00    0.00    0.00    0.00    0.00
OF40.0   -6.5168    0.00 9.0956     0.00    0.00    0.00    0.00    0.00
OF41.0   -6.4935    0.00 9.0962     0.00    0.00    0.00    0.00    0.00
OF42.0   -6.4703    0.00 9.0968     0.00    0.00    0.00    0.00    0.00
OF43.0   -6.4471    0.00 9.0973     0.00    0.00    0.00    0.00    0.00
OF44.0   -6.4239    0.00 9.0979     0.00    0.00    0.00    0.00    0.00
OF45.0   -6.4007    0.00 9.0985     0.00    0.00    0.00    0.00    0.00
OF46.0   -6.3774    0.00 9.0991     0.00    0.00    0.00    0.00    0.00
OF47.0   -6.3542    0.00 9.0996     0.00    0.00    0.00    0.00    0.00
OF48.0   -6.331     0.00 9.1002     0.00    0.00    0.00    0.00    0.00
OF49.0   -6.3078    0.00 9.1008     0.00    0.00    0.00    0.00    0.00
OF50.0   -6.2846    0.00 9.1013     0.00    0.00    0.00    0.00    0.00
OF51.0   -6.2614    0.00 9.1019     0.00    0.00    0.00    0.00    0.00
OF52.0   -6.2381    0.00 9.1025     0.00    0.00    0.00    0.00    0.00
OF53.0   -6.2149    0.00 9.1031     0.00    0.00    0.00    0.00    0.00
OF54.0   -6.1917    0.00 9.1036     0.00    0.00    0.00    0.00    0.00
OF55.0   -6.1685    0.00 9.1042     0.00    0.00    0.00    0.00    0.00
OF56.0   -6.1453    0.00 9.1048     0.00    0.00    0.00    0.00    0.00
