header
IE0.0    -22.947       1       1 8.9345  32.3298 14.8      56.14   56.14
OF3.3    -22.903    0.00 8.9386     0.00    0.00    0.00    0.00    0.00
OF6.6    -22.859    0.00 8.9432     0.00    0.00    0.00    0.00    0.00
OF9.8    -22.815    0.00 8.9479     0.00    0.00    0.00    0.00    0.00
OF13.1   -22.771    0.00 8.9524     0.00    0.00    0.00    0.00    0.00
OF16.4   -22.727    0.00 8.9573     0.00    0.00    0.00    0.00    0.00
OF19.7   -22.683    0.00 8.9623     0.00    0.00    0.00    0.00    0.00
OF23.0   -22.642    0.00 8.9671     0.00    0.00    0.00    0.00    0.00
OF26.2   -22.605    0.00 8.9723     0.00    0.00    0.00    0.00    0.00
OF29.5   -22.567    0.00 8.9775     0.00    0.00    0.00    0.00    0.00
OF32.8   -22.529    0.00 8.9827     0.00    0.00    0.00    0.00    0.00
OF36.1   -22.491    0.00 8.9879     0.00    0.00    0.00    0.00    0.00
OF39.4   -22.453    0.00 8.9931     0.00    0.00    0.00    0.00    0.00
OF42.7   -22.415    0.00 8.9983     0.00    0.00    0.00    0.00    0.00
OF45.9   -22.377    0.00 9.0031     0.00    0.00    0.00    0.00    0.00
OF49.2   -22.339    0.00 9.0083     0.00    0.00    0.00    0.00    0.00
OF52.5   -22.301    0.00 9.0135     0.00    0.00    0.00    0.00    0.00
OF55.8   -22.264    0.00 9.0187     0.00    0.00    0.00    0.00    0.00
OF59.1   -22.226    0.00 9.0238     0.00    0.00    0.00    0.00    0.00
OF62.3   -22.188    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF65.6   -22.150    0.00 9.0336     0.00    0.00    0.00    0.00    0.00
OF68.9   -22.112    0.00 9.0386     0.00    0.00    0.00    0.00    0.00
OF72.2   -22.074    0.00 9.0437     0.00    0.00    0.00    0.00    0.00
OF75.5   -22.036    0.00 9.0486     0.00    0.00    0.00    0.00    0.00
OF78.7   -21.998    0.00 9.0535     0.00    0.00    0.00    0.00    0.00
OF82.0   -21.960    0.00 9.0584     0.00    0.00    0.00    0.00    0.00
OF85.3   -21.922    0.00 9.0632     0.00    0.00    0.00    0.00    0.00
OF88.6   -21.885    0.00 9.0676     0.00    0.00    0.00    0.00    0.00
OF91.9   -21.85     0.00 9.0724     0.00    0.00    0.00    0.00    0.00
OF95.1   -21.815    0.00 9.0771     0.00    0.00    0.00    0.00    0.00
OF98.4   -21.780    0.00 9.0817     0.00    0.00    0.00    0.00    0.00
OF101.7  -21.746    0.00 9.0863     0.00    0.00    0.00    0.00    0.00
OF105.0  -21.711    0.00 9.0909     0.00    0.00    0.00    0.00    0.00
OF108.3  -21.676    0.00 9.0953     0.00    0.00    0.00    0.00    0.00
OF111.5  -21.642    0.00 9.0998     0.00    0.00    0.00    0.00    0.00
OF114.8  -21.608    0.00 9.1042     0.00    0.00    0.00    0.00    0.00
OF118.1  -21.578    0.00 9.1085     0.00    0.00    0.00    0.00    0.00
OF121.4  -21.548    0.00 9.1128     0.00    0.00    0.00    0.00    0.00
OF124.7  -21.518    0.00 9.117      0.00    0.00    0.00    0.00    0.00
OF128.0  -21.488    0.00 9.1212     0.00    0.00    0.00    0.00    0.00
OF131.2  -21.458    0.00 9.1253     0.00    0.00    0.00    0.00    0.00
OF134.5  -21.427    0.00 9.1294     0.00    0.00    0.00    0.00    0.00
OF137.8  -21.397    0.00 9.1338     0.00    0.00    0.00    0.00    0.00
OF141.1  -21.368    0.00 9.1377     0.00    0.00    0.00    0.00    0.00
OF144.4  -21.34     0.00 9.1417     0.00    0.00    0.00    0.00    0.00
OF147.6  -21.311    0.00 9.1455     0.00    0.00    0.00    0.00    0.00
OF150.9  -21.283    0.00 9.1494     0.00    0.00    0.00    0.00    0.00
OF154.2  -21.254    0.00 9.1532     0.00    0.00    0.00    0.00    0.00
OF157.5  -21.226    0.00 9.1573     0.00    0.00    0.00    0.00    0.00
OF160.8  -21.197    0.00 9.1614     0.00    0.00    0.00    0.00    0.00
OF164.0  -21.169    0.00 9.1659     0.00    0.00    0.00    0.00    0.00
OF167.3  -21.140    0.00 9.1699     0.00    0.00    0.00    0.00    0.00
OF170.6  -21.112    0.00 9.1739     0.00    0.00    0.00    0.00    0.00
OF173.9  -21.084    0.00 9.1778     0.00    0.00    0.00    0.00    0.00
OF177.2  -21.055    0.00 9.1817     0.00    0.00    0.00    0.00    0.00
OF180.4  -21.027    0.00 9.1855     0.00    0.00    0.00    0.00    0.00
OF183.7  -20.998    0.00 9.1891     0.00    0.00    0.00    0.00    0.00
OF187.0  -20.970    0.00 9.1926     0.00    0.00    0.00    0.00    0.00
OF190.3  -20.941    0.00 9.1965     0.00    0.00    0.00    0.00    0.00
OF193.6  -20.913    0.00 9.1999     0.00    0.00    0.00    0.00    0.00
OF196.8  -20.884    0.00 9.2033     0.00    0.00    0.00    0.00    0.00
OF200.1  -20.856    0.00 9.2065     0.00    0.00    0.00    0.00    0.00
OF203.4  -20.827    0.00 9.2095     0.00    0.00    0.00    0.00    0.00
OF206.7  -20.799    0.00 9.2125     0.00    0.00    0.00    0.00    0.00
OF210.0  -20.771    0.00 9.2155     0.00    0.00    0.00    0.00    0.00
OF213.3  -20.742    0.00 9.2188     0.00    0.00    0.00    0.00    0.00
OF216.5  -20.714    0.00 9.2217     0.00    0.00    0.00    0.00    0.00
OF219.8  -20.685    0.00 9.2245     0.00    0.00    0.00    0.00    0.00
OF223.1  -20.657    0.00 9.2273     0.00    0.00    0.00    0.00    0.00
OF226.4  -20.613    0.00 9.2301     0.00    0.00    0.00    0.00    0.00
OF229.7  -20.564    0.00 9.2325     0.00    0.00    0.00    0.00    0.00
OF232.9  -20.515    0.00 9.2353     0.00    0.00    0.00    0.00    0.00
OF236.2  -20.466    0.00 9.2376     0.00    0.00    0.00    0.00    0.00
OF239.5  -20.417    0.00 9.2404     0.00    0.00    0.00    0.00    0.00
OF242.8  -20.367    0.00 9.2428     0.00    0.00    0.00    0.00    0.00
OF246.1  -20.318    0.00 9.2455     0.00    0.00    0.00    0.00    0.00
OF249.3  -20.269    0.00 9.2479     0.00    0.00    0.00    0.00    0.00
OF252.6  -20.220    0.00 9.2506     0.00    0.00    0.00    0.00    0.00
OF255.9  -20.171    0.00 9.253      0.00    0.00    0.00    0.00    0.00
OF259.2  -20.121    0.00 9.2557     0.00    0.00    0.00    0.00    0.00
OF262.5  -20.072    0.00 9.2581     0.00    0.00    0.00    0.00    0.00
OF265.7  -20.023    0.00 9.2608     0.00    0.00    0.00    0.00    0.00
OF269.0  -19.974    0.00 9.2631     0.00    0.00    0.00    0.00    0.00
OF272.3  -19.925    0.00 9.2658     0.00    0.00    0.00    0.00    0.00
OF275.6  -19.875    0.00 9.2681     0.00    0.00    0.00    0.00    0.00
OF278.9  -19.827    0.00 9.2707     0.00    0.00    0.00    0.00    0.00
OF282.2  -19.779    0.00 9.273      0.00    0.00    0.00    0.00    0.00
OF285.4  -19.731    0.00 9.2757     0.00    0.00    0.00    0.00    0.00
OF288.7  -19.683    0.00 9.2779     0.00    0.00    0.00    0.00    0.00
OF292.0  -19.635    0.00 9.2806     0.00    0.00    0.00    0.00    0.00
OF295.3  -19.587    0.00 9.2828     0.00    0.00    0.00    0.00    0.00
OF298.6  -19.539    0.00 9.2854     0.00    0.00    0.00    0.00    0.00
OF301.8  -19.492    0.00 9.2877     0.00    0.00    0.00    0.00    0.00
OF305.1  -19.444    0.00 9.2902     0.00    0.00    0.00    0.00    0.00
OF308.4  -19.396    0.00 9.2928     0.00    0.00    0.00    0.00    0.00
OF311.7  -19.348    0.00 9.295      0.00    0.00    0.00    0.00    0.00
OF315.0  -19.300    0.00 9.2975     0.00    0.00    0.00    0.00    0.00
OF318.2  -19.252    0.00 9.2995     0.00    0.00    0.00    0.00    0.00
OF321.5  -19.204    0.00 9.3019     0.00    0.00    0.00    0.00    0.00
OF324.8  -19.156    0.00 9.304      0.00    0.00    0.00    0.00    0.00
OF328.1  -19.108    0.00 9.3064     0.00    0.00    0.00    0.00    0.00
OF331.4  -19.060    0.00 9.3084     0.00    0.00    0.00    0.00    0.00
OF334.6  -19.013    0.00 9.3108     0.00    0.00    0.00    0.00    0.00
OF337.9  -18.952    0.00 9.3129     0.00    0.00    0.00    0.00    0.00
