%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.53317       10.3112       10.0005        9.4945       359.998       31.8037        3.3300      0.000000 
           1.            0.       1.53702       10.3222       10.0005        9.2981       359.998       31.7868        3.3301      0.000097 
           2.            0.       1.54131       10.3325       10.0005        9.1222       359.997       31.7664        3.3201      0.000122 
           3.            0.       1.54394       10.3415       10.0005        8.9705       359.997       31.7388        3.3202      0.000227 
           4.            0.       1.54653       10.3491       10.0005        8.8412       359.997       31.6777        3.3103      0.000263 
           5.            0.       1.54822       10.3556       10.0005        8.7298       359.998       31.5824        3.3003      0.000305 
           6.            0.       1.54910       10.3609       10.0005        8.6337       359.998       31.3602        3.2803      0.000285 
           7.            0.       1.55219       10.3655       10.0005        8.5468       359.998       31.0308        3.2200     -0.000028 
           8.            0.       1.55470       10.3694       10.0005        8.4660       359.998       30.6773        3.1597     -0.000340 
           9.            0.       1.55679       10.3725       10.0005        8.3908       359.998       30.3209        3.0994     -0.000649 
          10.            0.       1.55849       10.3750       10.0005        8.3209       359.998       29.9801        3.0391     -0.000946 
          11.            0.       1.55976       10.3767       10.0005        8.2557       359.997       29.6604        2.9788     -0.001226 
          12.            0.       1.56054       10.3778       10.0005        8.1947       359.997       29.3629        2.9185     -0.001480 
          13.            0.       1.56125       10.3783       10.0005        8.1377       359.997       29.1573        2.8583     -0.001691 
          14.            0.       1.55965       10.3781       10.0005        8.0817       359.998       29.2345        2.8386     -0.001445 
          15.            0.       1.55239       10.3768       10.0005        8.0242       359.999       29.6681        2.9097     -0.000315 
          16.            0.       1.54685       10.3752       10.0005        7.9748       359.999       30.1986        2.9807      0.000694 
          17.            0.       1.54298       10.3732       10.0005        7.9333       359.999       30.7251        3.0415      0.001519 
          18.            0.       1.54051       10.3710       10.0005        7.8773       359.999       31.2457        3.1124      0.002360 
          19.            0.       1.53796       10.3689       10.0005        7.8223       359.999       31.6309        3.1831      0.003139 
          20.            0.       1.53596       10.3668       10.0005        7.7729       359.999       31.8393        3.2337      0.003720 
          21.            0.       1.53472       10.3649       10.0005        7.7291       359.999       31.9462        3.2641      0.004120 
          22.            0.       1.53304       10.3630       10.0005        7.6894       359.999       31.9161        3.2844      0.004428 
          23.            0.       1.53342       10.3613       10.0005        7.6571       359.999       31.8110        3.2644      0.004443 
          24.            0.       1.53240       10.3596       10.0005        7.6255       359.999       31.6471        3.2545      0.004536 
          25.            0.       1.53175       10.3580       10.0005        7.5971       359.999       31.4630        3.2346      0.004562 
          26.            0.       1.53047       10.3563       10.0005        7.5688       359.999       31.3081        3.2247      0.004663 
          27.            0.       1.52757       10.3548       10.0005        7.5420       359.999       30.9778        3.2148      0.004776 
          28.            0.       1.52647       10.3536       10.0005        7.5243       359.999       30.3702        3.1445      0.004470 
          29.            0.       1.52572       10.3526       10.0005        7.5094       359.999       29.6674        3.0540      0.004020 
          30.            0.       1.52454       10.3513       10.0005        7.4938       359.999       29.0138        2.9636      0.003594 
          31.            0.       1.52339       10.3501       10.0005        7.4786       359.999       28.3165        2.8631      0.003093 
          32.            0.       1.52376       10.3489       10.0005        7.4476       359.999       27.5920        2.7525      0.002522 
          33.            0.       1.52353       10.3479       10.0005        7.4097       359.999       26.8885        2.6420      0.002018 
          34.            0.       1.52122       10.3470       10.0005        7.3689       359.999       26.1263        2.5316      0.001627 
          35.            0.       1.51845       10.3469       10.0005        7.3338       359.999       24.9347        2.3708      0.000759 
          36.            0.       1.52237       10.3482       10.0005        7.3217       359.997       23.3048        2.0580     -0.001980 
          37.            0.       1.51067       10.3508       10.0005        7.3218       359.995       21.6613        1.7565     -0.003493 
          38.            0.       1.48400       10.3555       10.0005        7.2756       359.913       20.2302        1.4876     -0.002450 
          39.            0.       1.42187       10.3610       10.0005        7.1776       359.821       19.3305        1.3964      0.006406 
          40.            0.       1.35571       10.3679       10.0005        7.0665       359.801       18.5338        1.3164      0.016434 
          41.            0.       1.29600       10.3760       10.0005        6.9623       359.831       17.6019        1.1953      0.025281 
          42.            0.       1.23981       10.3855       10.0005        6.8726       359.883       16.3242        1.0436      0.033565 
          43.            0.       1.16612       10.4069       10.0005        6.9894       359.940       15.0314        0.7952      0.045213 
          44.            0.       0.89038       10.6761       11.1572        7.8878       359.107       14.8156        0.6002      0.110242 
          45.            0.       0.66819       10.8078       11.1572        8.4378       358.831       14.4712        0.4461      0.166108 
          46.            0.       0.52764       11.1611       11.1572        8.3772       358.858       14.1187        0.4103      0.200312 
          47.            0.       0.43928       13.5654       13.8874        8.0157       358.037       13.8240        0.3500      0.219980 
          48.            0.       0.35893       13.6420       13.8874        8.3514       357.378       13.9796        0.2388      0.238840 
          49.            0.       0.19183       13.8789       13.8874        9.7465       356.590       15.6393        0.1150      0.285032 
