%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.33725        6.9887        7.2016        6.2915         0.001       31.9048        7.4797     -0.000268 
           1.            0.       1.33946        6.9884        7.2016        6.2902         0.001       32.2733        7.5698     -0.000204 
           2.            0.       1.34115        6.9881        7.2016        6.2886         0.001       32.5582        7.6599     -0.000139 
           3.            0.       1.34253        6.9878        7.2016        6.2868         0.001       32.7969        7.7499     -0.000073 
           4.            0.       1.34303        6.9874        7.2016        6.2843         0.001       32.9155        7.8400     -0.000007 
           5.            0.       1.34334        6.9873        7.2016        6.2834         0.001       32.9378        7.8500      0.000000 
           6.            0.       1.34370        6.9873        7.2016        6.2827         0.001       32.9598        7.8500     -0.000002 
           7.            0.       1.34396        6.9873        7.2016        6.2819         0.001       32.9685        7.8500     -0.000004 
           8.            0.       1.34417        6.9873        7.2016        6.2812         0.001       32.9705        7.8500     -0.000006 
           9.            0.       1.34436        6.9872        7.2016        6.2804         0.001       32.9701        7.8500     -0.000008 
          10.            0.       1.34454        6.9872        7.2016        6.2796         0.001       32.9691        7.8500     -0.000010 
          11.            0.       1.34473        6.9872        7.2016        6.2788         0.001       32.9677        7.8500     -0.000012 
          12.            0.       1.34491        6.9872        7.2016        6.2780         0.001       32.9663        7.8500     -0.000014 
          13.            0.       1.34509        6.9872        7.2016        6.2771         0.001       32.9649        7.8500     -0.000016 
          14.            0.       1.34528        6.9872        7.2016        6.2763         0.001       32.9635        7.8500     -0.000018 
          15.            0.       1.34546        6.9871        7.2016        6.2755         0.001       32.9620        7.8500     -0.000020 
          16.            0.       1.34565        6.9871        7.2016        6.2747         0.001       32.9605        7.8500     -0.000022 
          17.            0.       1.34583        6.9871        7.2016        6.2738         0.001       32.9591        7.8500     -0.000024 
          18.            0.       1.34602        6.9871        7.2016        6.2730         0.001       32.9576        7.8500     -0.000026 
          19.            0.       1.34621        6.9871        7.2016        6.2721         0.001       32.9562        7.8500     -0.000028 
          20.            0.       1.34640        6.9871        7.2016        6.2713         0.001       32.9547        7.8500     -0.000030 
          21.            0.       1.34659        6.9871        7.2016        6.2704         0.001       32.9533        7.8500     -0.000032 
          22.            0.       1.34678        6.9870        7.2016        6.2695         0.001       32.9518        7.8500     -0.000034 
          23.            0.       1.34697        6.9870        7.2016        6.2687         0.001       32.9504        7.8500     -0.000036 
          24.            0.       1.34717        6.9870        7.2016        6.2678         0.001       32.9489        7.8500     -0.000038 
          25.            0.       1.34736        6.9870        7.2016        6.2669         0.001       32.9475        7.8500     -0.000040 
          26.            0.       1.34756        6.9870        7.2016        6.2660         0.001       32.9458        7.8500     -0.000042 
          27.            0.       1.34780        6.9870        7.2016        6.2647         0.001       32.9433        7.8500     -0.000044 
          28.            0.       1.34729        6.9869        7.2016        6.2626         0.001       32.8411        7.8500     -0.000044 
          29.            0.       1.34628        6.9871        7.2016        6.2614         0.002       32.6007        7.7699     -0.000101 
          30.            0.       1.34510        6.9873        7.2016        6.2602         0.002       32.3191        7.6798     -0.000166 
          31.            0.       1.34395        6.9875        7.2016        6.2585         0.002       32.0404        7.5998     -0.000225 
          32.            0.       1.34282        6.9877        7.2016        6.2569         0.002       31.7579        7.5197     -0.000287 
          33.            0.       1.34189        6.9880        7.2016        6.2555         0.002       31.4802        7.4296     -0.000359 
