%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.92696       13.8501       13.8874       12.7315         0.001       31.5127        3.0200      0.000000 
           1.            0.       1.92202       13.8583       13.8874       12.3376         0.001       31.3183        3.0108      0.000795 
           2.            0.       1.91729       13.8657       13.8874       12.0064         0.001       31.1211        2.9915      0.001470 
           3.            0.       1.91046       13.8717       13.8874       11.7365         0.001       30.9633        2.9823      0.002328 
           4.            0.       1.90250       13.8764       13.8874       11.5203         0.001       30.7950        2.9732      0.003214 
           5.            0.       1.89443       13.8801       13.8874       11.3458         0.001       30.5758        2.9540      0.003988 
           6.            0.       1.88675       13.8829       13.8874       11.2024         0.001       30.3380        2.9246      0.004649 
           7.            0.       1.87735       13.8850       13.8874       11.0818         0.001       30.1213        2.9055      0.005484 
           8.            0.       1.86762       13.8866       13.8874       10.9799         0.001       29.9135        2.8863      0.006336 
           9.            0.       1.85908       13.8876       13.8874       10.8628         0.001       29.7210        2.8672      0.007209 
          10.            0.       1.85023       13.8880       13.8874       10.7501         0.001       29.5089        2.8481      0.008109 
          11.            0.       1.84211       13.8879       13.8874       10.6471         0.002       29.2909        2.8189      0.008892 
          12.            0.       1.83294       13.8873       13.8874       10.5550       359.999       29.2005        2.7999      0.009885 
          13.            0.       1.82033       13.8862       13.8874       10.4778       359.968       29.4690        2.8215      0.011532 
          14.            0.       1.80447       13.8849       13.8874       10.4070       359.933       29.8322        2.8836      0.013597 
          15.            0.       1.79228       13.8834       13.8874       10.3512       359.891       29.9619        2.9050      0.014980 
          16.            0.       1.78282       13.8818       13.8874       10.2964       359.877       29.9614        2.9060      0.015960 
          17.            0.       1.77352       13.8801       13.8874       10.2444       359.872       29.9215        2.9069      0.016882 
          18.            0.       1.76378       13.8783       13.8874       10.1909       359.876       29.8805        2.9079      0.017875 
          19.            0.       1.75657       13.8767       13.8874       10.1128       359.894       29.8730        2.9088      0.018793 
          20.            0.       1.74948       13.8753       13.8874       10.0294       359.899       29.9070        2.9198      0.019770 
          21.            0.       1.74010       13.8743       13.8874        9.9674       359.900       29.9378        2.9308      0.020847 
          22.            0.       1.73088       13.8735       13.8874        9.9111       359.890       29.8210        2.9317      0.021747 
          23.            0.       1.72175       13.8730       13.8874        9.8708       359.833       29.4656        2.9023      0.022336 
          24.            0.       1.71477       13.8728       13.8874        9.8406       359.762       28.9302        2.8325      0.022481 
          25.            0.       1.70701       13.8727       13.8874        9.8111       359.691       28.4150        2.7627      0.022699 
          26.            0.       1.69779       13.8727       13.8874        9.7801       359.623       27.9582        2.7031      0.023123 
          27.            0.       1.68692       13.8728       13.8874        9.7484       359.557       27.5181        2.6538      0.023750 
          28.            0.       1.67682       13.8730       13.8874        9.7197       359.491       27.1318        2.5943      0.024318 
          29.            0.       1.66545       13.8733       13.8874        9.6745       359.472       26.9074        2.5653      0.025284 
          30.            0.       1.65242       13.8737       13.8874        9.6117       359.468       26.7813        2.5667      0.026658 
          31.            0.       1.64116       13.8742       13.8874        9.5514       359.470       26.6862        2.5578      0.027847 
          32.            0.       1.62891       13.8747       13.8874        9.4935       359.472       26.6035        2.5591      0.029145 
          33.            0.       1.61770       13.8754       13.8874        9.4426       359.475       26.5045        2.5503      0.030268 
          34.            0.       1.60525       13.8761       13.8874        9.3962       359.481       26.2431        2.5414      0.031365 
          35.            0.       1.59914       13.8770       13.8874        9.3703       359.491       25.7687        2.4514      0.031404 
          36.            0.       1.59029       13.8779       13.8874        9.3468       359.497       25.1586        2.3616      0.031602 
          37.            0.       1.58262       13.8790       13.8874        9.3247       359.517       24.4033        2.2415      0.031473 
          38.            0.       1.57441       13.8803       13.8874        9.2919       359.576       23.5883        2.1114      0.031358 
          39.            0.       1.56215       13.8816       13.8874        9.2461       359.671       22.7470        1.9918      0.031769 
          40.            0.       1.55201       13.8831       13.8874        9.1927       359.826       21.8002        1.8317      0.031695 
          41.            0.       1.53746       13.8850       13.8874        9.1265         0.025       20.7774        1.6722      0.032185 
          42.            0.       1.51274       13.8870       13.8874        9.0612         0.148       19.7557        1.5144      0.034363 
          43.            0.       1.47286       13.8891       13.8874        9.0079         0.184       18.8622        1.3896      0.039578 
          44.            0.       1.42919       13.8911       13.8874        8.9656         0.191       17.9714        1.2659      0.045865 
          45.            0.       1.38403       13.8928       13.8874        8.9402         0.160       16.7096        1.1326      0.052591 
          46.            0.       1.25654       13.9043       13.8874        9.5109       359.754       15.5667        0.8469      0.076937 
          47.            0.       0.93375       14.0506       13.8874       10.6567       357.934       14.7331        0.6173      0.157254 
          48.            0.       0.60571       16.8285       17.2856       12.3123       357.029       15.3648        0.3847      0.244734 
          49.            0.       0.29907       18.5378       19.2849       13.6327       356.358       18.7573        0.1642      0.334222 
