%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.68596       10.0544       10.0005        9.2957       360.000       31.5594        3.9900      0.000000 
           1.            0.       1.69159       10.0572       10.0005        9.1411       360.000       31.5959        3.9900      0.000041 
           2.            0.       1.69664       10.0599       10.0005        9.0018       360.000       31.6252        3.9901      0.000084 
           3.            0.       1.69953       10.0623       10.0005        8.8800       360.000       31.4923        3.9901      0.000137 
           4.            0.       1.70317       10.0645       10.0005        8.7750       360.000       31.0404        3.9298     -0.000153 
           5.            0.       1.70978       10.0668       10.0005        8.6814       360.000       30.4123        3.7991     -0.000890 
           6.            0.       1.71602       10.0690       10.0005        8.5922       359.999       29.7404        3.6683     -0.001687 
           7.            0.       1.72157       10.0711       10.0005        8.5039       359.999       29.0546        3.5475     -0.002467 
           8.            0.       1.72780       10.0732       10.0005        8.4187       359.999       28.3883        3.4166     -0.003360 
           9.            0.       1.73364       10.0751       10.0005        8.3359       359.999       27.7682        3.2857     -0.004266 
          10.            0.       1.73870       10.0770       10.0005        8.2556       359.999       27.1575        3.1548     -0.005173 
          11.            0.       1.74258       10.0787       10.0005        8.1784       359.999       26.5413        3.0239     -0.006059 
          12.            0.       1.74485       10.0801       10.0005        8.1043       359.999       25.9062        2.8931     -0.006887 
          13.            0.       1.74689       10.0814       10.0005        8.0334       360.000       25.5057        2.7624     -0.007579 
          14.            0.       1.73335       10.0819       10.0005        7.9573         0.000       25.5392        2.7940     -0.005964 
          15.            0.       1.71966       10.0821       10.0005        7.8919       360.000       25.7573        2.8458     -0.004210 
          16.            0.       1.71075       10.0819       10.0005        7.8143       359.999       26.0557        2.8873     -0.002737 
          17.            0.       1.70237       10.0814       10.0005        7.7406       359.998       26.4096        2.9387     -0.001273 
          18.            0.       1.69178       10.0807       10.0005        7.6930       359.982       26.7834        2.9902      0.000193 
          19.            0.       1.68406       10.0798       10.0005        7.6457       359.969       27.1278        3.0314      0.001361 
          20.            0.       1.67602       10.0788       10.0005        7.6048       359.928       27.4817        3.0825      0.002531 
          21.            0.       1.66879       10.0778       10.0005        7.5681       359.882       27.8180        3.1336      0.003585 
          22.            0.       1.66208       10.0767       10.0005        7.5347       359.841       28.1077        3.1845      0.004540 
          23.            0.       1.65660       10.0757       10.0005        7.5054       359.804       28.3664        3.2253      0.005328 
          24.            0.       1.65168       10.0746       10.0005        7.4728       359.790       28.6175        3.2761      0.006108 
          25.            0.       1.64722       10.0736       10.0005        7.4412       359.786       28.8243        3.3268      0.006819 
          26.            0.       1.64194       10.0726       10.0005        7.4124       359.785       28.7833        3.3674      0.007402 
          27.            0.       1.64098       10.0718       10.0005        7.3967       359.788       28.5037        3.3173      0.007269 
          28.            0.       1.63970       10.0710       10.0005        7.3824       359.792       28.1204        3.2571      0.007070 
          29.            0.       1.63744       10.0702       10.0005        7.3635       359.784       27.7264        3.2070      0.006986 
          30.            0.       1.63636       10.0693       10.0005        7.3374       359.792       27.3238        3.1468      0.006842 
          31.            0.       1.63511       10.0686       10.0005        7.3086       359.799       26.9612        3.0867      0.006740 
          32.            0.       1.63307       10.0678       10.0005        7.2798       359.807       26.6034        3.0267      0.006689 
          33.            0.       1.62885       10.0672       10.0005        7.2669       359.814       26.2891        2.9567      0.006686 
          34.            0.       1.62183       10.0665       10.0005        7.2521       359.817       26.0683        2.9171      0.007051 
          35.            0.       1.61525       10.0659       10.0005        7.2233       359.807       25.9060        2.8976      0.007574 
          36.            0.       1.60780       10.0654       10.0005        7.1970       359.766       25.6960        2.8781      0.008117 
          37.            0.       1.60257       10.0651       10.0005        7.1777       359.723       25.4156        2.8183      0.008282 
          38.            0.       1.59586       10.0647       10.0005        7.1566       359.680       25.1464        2.7686      0.008615 
