X,Y,Zlidar,STA,SOURCE
-69.96411287,43.76189029,-5.50196868,2,2006FEMA
-69.96411641,43.76189126,-5.50196868,3,2006FEMA
-69.96411996,43.76189223,-5.50196868,4,2006FEMA
-69.9641235,43.76189319,-5.56758548,5,2006FEMA
-69.96412705,43.76189416,-5.56758548,6,2006FEMA
-69.96413059,43.76189513,-5.56758548,7,2006FEMA
-69.96413413,43.76189609,-5.56758548,8,2006FEMA
-69.96413768,43.76189706,-5.56758548,9,2006FEMA
-69.96414122,43.76189802,-5.56758548,10,2006FEMA
-69.96414476,43.76189899,-5.56758548,11,2006FEMA
-69.96414831,43.76189996,-5.56758548,12,2006FEMA
-69.96415185,43.76190092,-5.56758548,13,2006FEMA
-69.9641554,43.76190189,-5.56758548,14,2006FEMA
-69.96415894,43.76190286,-5.56758548,15,2006FEMA
-69.96416248,43.76190382,-5.56758548,16,2006FEMA
-69.96416603,43.76190479,-5.56758548,17,2006FEMA
-69.96416957,43.76190576,-5.56758548,18,2006FEMA
-69.96417311,43.76190672,-5.56758548,19,2006FEMA
-69.96417666,43.76190769,-5.56758548,20,2006FEMA
-69.9641802,43.76190866,-5.56758548,21,2006FEMA
-69.96418375,43.76190962,-5.24278232,22,2006FEMA
-69.96418729,43.76191059,-5.24278232,23,2006FEMA
-69.96419083,43.76191156,-5.24278232,24,2006FEMA
-69.96419438,43.76191252,-5.24278232,25,2006FEMA
-69.96419792,43.76191349,-5.24278232,26,2006FEMA
-69.96420146,43.76191445,-5.24278232,27,2006FEMA
-69.96420501,43.76191542,-5.24278232,28,2006FEMA
-69.96420855,43.76191639,-5.24278232,29,2006FEMA
-69.9642121,43.76191735,-5.24278232,30,2006FEMA
-69.96421564,43.76191832,-5.24278232,31,2006FEMA
-69.96421918,43.76191929,-5.24278232,32,2006FEMA
-69.96422273,43.76192025,-5.24278232,33,2006FEMA
-69.96422627,43.76192122,-5.24278232,34,2006FEMA
-69.96422981,43.76192219,-5.24278232,35,2006FEMA
-69.96423336,43.76192315,-5.24278232,36,2006FEMA
-69.9642369,43.76192412,-5.24278232,37,2006FEMA
-69.96424045,43.76192509,-5.24278232,38,2006FEMA
-69.96424399,43.76192605,-5.24278232,39,2006FEMA
-69.96424753,43.76192702,-5.24278232,40,2006FEMA
-69.96425108,43.76192799,-5.24278232,41,2006FEMA
-69.96425462,43.76192895,-5.24278232,42,2006FEMA
-69.96425816,43.76192992,-5.24278232,43,2006FEMA
-69.96426171,43.76193088,-5.24278232,44,2006FEMA
-69.96426525,43.76193185,-5.10826788,45,2006FEMA
-69.9642688,43.76193282,-5.10826788,46,2006FEMA
-69.96427234,43.76193378,-5.10826788,47,2006FEMA
-69.96427588,43.76193475,-5.10826788,48,2006FEMA
-69.96427943,43.76193572,-5.10826788,49,2006FEMA
-69.96428297,43.76193668,-5.10826788,50,2006FEMA
-69.96428651,43.76193765,-5.10826788,51,2006FEMA
-69.96429006,43.76193862,-5.10826788,52,2006FEMA
-69.9642936,43.76193958,-5.10826788,53,2006FEMA
-69.96429715,43.76194055,-5.10826788,54,2006FEMA
-69.96430069,43.76194152,-5.10826788,55,2006FEMA
