0.000000,0.109500,1
1.000000,0.296500,1
2.000000,0.483500,1
3.000000,0.643050,1
4.000000,0.802600,1
5.000000,0.981800,1
6.000000,1.161000,1
7.000000,1.340500,1
8.000000,1.520000,1
9.000000,1.642700,1
10.000000,1.765400,1
11.000000,1.956850,1
12.000000,2.148300,1
13.000000,2.170900,1
14.000000,2.193500,1
15.000000,2.216100,1
16.000000,2.238700,1
17.000000,2.348150,1
18.000000,2.457600,1
19.000000,2.888100,1
20.000000,3.318600,1
21.000000,3.656850,1
22.000000,3.995100,1
23.000000,4.071800,1
24.000000,4.148500,1
25.000000,4.199400,1
26.000000,4.250300,1
27.000000,4.301200,1
28.000000,4.352100,1
29.000000,4.392000,1
30.000000,4.431900,1
31.000000,4.543550,1
32.000000,4.655200,1
33.000000,4.812800,1
34.000000,4.970400,1
35.000000,4.974850,1
36.000000,4.979300,1
37.000000,4.771500,1
38.000000,4.563700,1
39.000000,4.291550,1
40.000000,4.019400,1
41.000000,3.669150,1
42.000000,3.318900,1
43.000000,3.125700,1
44.000000,2.932500,1
45.000000,2.887750,1
46.000000,2.843000,1
47.000000,2.687200,1
48.000000,2.531400,1
49.000000,2.375600,1
50.000000,2.219800,1
51.000000,2.139900,1
52.000000,2.060000,1
53.000000,2.076800,1
54.000000,2.093600,1
55.000000,2.164600,1
56.000000,2.235600,1
57.000000,2.352700,1
58.000000,2.469800,1
59.000000,2.584600,1
60.000000,2.699400,1
61.000000,2.749750,1
62.000000,2.800100,1
63.000000,2.765950,1
64.000000,2.731800,1
65.000000,2.759350,1
66.000000,2.786900,1
67.000000,2.885600,1
68.000000,2.984300,1
69.000000,3.059950,1
70.000000,3.135600,1
71.000000,3.179500,1
72.000000,3.223400,1
73.000000,3.251550,1
74.000000,3.279700,1
75.000000,3.304100,1
76.000000,3.328500,1
77.000000,3.353650,1
78.000000,3.378800,1
79.000000,3.403950,1
80.000000,3.429100,1
81.000000,3.454250,1
82.000000,3.479400,1
83.000000,3.458350,1
84.000000,3.437300,1
85.000000,3.365150,1
86.000000,3.293000,1
87.000000,3.277450,1
88.000000,3.261900,1
89.000000,3.228900,1
90.000000,3.195900,1
91.000000,3.207400,1
92.000000,3.218900,1
93.000000,3.250300,1
94.000000,3.281700,1
95.000000,3.494400,1
96.000000,3.707100,1
97.000000,3.922550,1
98.000000,4.138000,1
99.000000,4.302700,1
100.000000,4.467400,1
101.000000,4.494400,1
102.000000,4.521400,1
