header
IE0.0    -0.7891       1       1 9.1163  10.0952 14.1021   56.14   56.14
OF3.3    -0.7492    0.00 9.1189     0.00    0.00    0.00    0.00    0.00
OF6.6    -0.708     0.00 9.1211     0.00    0.00    0.00    0.00    0.00
OF9.8    -0.6667    0.00 9.1239     0.00    0.00    0.00    0.00    0.00
OF13.1   -0.6211    0.00 9.1268     0.00    0.00    0.00    0.00    0.00
OF16.4   -0.5489    0.00 9.1294     0.00    0.00    0.00    0.00    0.00
OF19.7   -0.4766    0.00 9.1316     0.00    0.00    0.00    0.00    0.00
OF23.0   -0.4043    0.00 9.1343     0.00    0.00    0.00    0.00    0.00
OF26.2   -0.3320    0.00 9.1371     0.00    0.00    0.00    0.00    0.00
OF29.5   -0.2597    0.00 9.14       0.00    0.00    0.00    0.00    0.00
OF32.8   -0.1875    0.00 9.1429     0.00    0.00    0.00    0.00    0.00
OF36.1   -0.1151    0.00 9.1455     0.00    0.00    0.00    0.00    0.00
OF39.4   -0.0429    0.00 9.1487     0.00    0.00    0.00    0.00    0.00
OF42.7   -0.1102    0.00 9.1541     0.00    0.00    0.00    0.00    0.00
OF45.9   -0.3155    0.00 9.1609     0.00    0.00    0.00    0.00    0.00
OF49.2   -0.3510    0.00 9.1654     0.00    0.00    0.00    0.00    0.00
OF52.5   -0.3510    0.00 9.1687     0.00    0.00    0.00    0.00    0.00
OF55.8   -0.3510    0.00 9.1717     0.00    0.00    0.00    0.00    0.00
OF59.1   -0.3514    0.00 9.1749     0.00    0.00    0.00    0.00    0.00
OF62.3   -0.3729    0.00 9.178      0.00    0.00    0.00    0.00    0.00
OF65.6   -0.3944    0.00 9.1812     0.00    0.00    0.00    0.00    0.00
OF68.9   -0.4159    0.00 9.1847     0.00    0.00    0.00    0.00    0.00
OF72.2   -0.4375    0.00 9.1877     0.00    0.00    0.00    0.00    0.00
OF75.5   -0.3409    0.00 9.1896     0.00    0.00    0.00    0.00    0.00
OF78.7   -0.0969    0.00 9.1901     0.00    0.00    0.00    0.00    0.00
IF82.0   0.13675    0.00 9.1908     0.00    0.00    0.00    0.00    0.00
IF85.3   0.31615    0.00 9.1922     0.00    0.00    0.00    0.00    0.00
IF88.6   0.49554    0.00 9.1942     0.00    0.00    0.00    0.00    0.00
IF91.9   0.67494    0.00 9.1961     0.00    0.00    0.00    0.00    0.00
IF95.1   0.77343    0.00 9.1993     0.00    0.00    0.00    0.00    0.00
IF98.4   0.79137    0.00 9.2038     0.00    0.00    0.00    0.00    0.00
IF101.7  0.80931    0.00 9.2077     0.00    0.00    0.00    0.00    0.00
IF105.0  0.82725    0.00 9.2119     0.00    0.00    0.00    0.00    0.00
IF108.3  0.84519    0.00 9.2156     0.00    0.00    0.00    0.00    0.00
IF111.5  0.86742    0.00 9.2192     0.00    0.00    0.00    0.00    0.00
IF114.8  1.1769     0.00 9.2193     0.00    0.00    0.00    0.00    0.00
IF118.1  1.4863     0.00 9.22       0.00    0.00    0.00    0.00    0.00
IF121.4  1.8591     0.00 9.2196     0.00    0.00    0.00    0.00    0.00
IF124.7  2.2783     0.00 9.2192     0.00    0.00    0.00    0.00    0.00
IF128.0  2.6975     0.00 9.2205     0.00    0.00    0.00    0.00    0.00
IF131.2  3.2026     0.00 9.2203     0.00    0.00    0.00    0.00    0.00
IF134.5  3.748      0.00 9.2219     0.00    0.00    0.00    0.00    0.00
IF137.8  4.248      0.00 9.229      0.00    0.00    0.00    0.00    0.00
IF141.1  4.6786     0.00 9.2462     0.00    0.00    0.00    0.00    0.00
IF144.4  5.1091     0.00 9.2668     0.00    0.00    0.00    0.00    0.00
IF147.6  5.5647     0.00 9.2888     0.00    0.00    0.00    0.00    0.00
IF150.9  6.5908     0.00 9.3687     0.00    0.00    0.00    0.00    0.00
IF154.2  7.617      0.00 9.6322     0.00    0.00    0.00    0.00    0.00
IF157.5  8.6431     0.00 9.9192     0.00    0.00    0.00    0.00    0.00
IF160.8  9.6693     0.00 10.2128    0.00    0.00    0.00    0.00    0.00
IF162.5  10.2128    0.00 10.2128    0.00    0.00    0.00    0.00    0.00
AS277.8  9.0643     0.00 9.0643     0.00    0.00    0.00    0.00    0.00
IF279.5  9.0223     0.00 9.0643     0.00    0.00    0.00    0.00    0.00
IF289.0  8.5958     0.00 9.0643     0.00    0.00    0.00    0.00    0.00
IF296.5  8.6614     0.00 9.0645     0.00    0.00    0.00    0.00    0.00
IF305.0  8.3661     0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF311.5  8.1365     0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF315.0  8.2349     0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF320.5  8.0052     0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF330.5  7.7756     0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF336.0  8.2119     0.00 9.065      0.00    0.00    0.00    0.00    0.00
IF338.0  7.8182     0.00 9.065      0.00    0.00    0.00    0.00    0.00
IF341.0  8.0479     0.00 9.065      0.00    0.00    0.00    0.00    0.00
IF349.0  7.8412     0.00 9.065      0.00    0.00    0.00    0.00    0.00
IF357.5  8.1135     0.00 9.065      0.00    0.00    0.00    0.00    0.00
IF361.0  8.0052     0.00 9.0651     0.00    0.00    0.00    0.00    0.00
IF365.0  7.9068     0.00 9.0651     0.00    0.00    0.00    0.00    0.00
IF372.0  8.2021     0.00 9.0651     0.00    0.00    0.00    0.00    0.00
IF378.0  8.0709     0.00 9.0651     0.00    0.00    0.00    0.00    0.00
IF384.0  8.2021     0.00 9.0651     0.00    0.00    0.00    0.00    0.00
IF390.0  8.2349     0.00 9.0652     0.00    0.00    0.00    0.00    0.00
IF394.0  8.1365     0.00 9.0652     0.00    0.00    0.00    0.00    0.00
IF401.5  8.0052     0.00 9.0652     0.00    0.00    0.00    0.00    0.00
IF409.5  7.8412     0.00 9.0652     0.00    0.00    0.00    0.00    0.00
IF417.0  7.71       0.00 9.0652     0.00    0.00    0.00    0.00    0.00
IF422.0  7.3622     0.00 9.0653     0.00    0.00    0.00    0.00    0.00
IF426.0  7.3163     0.00 9.0653     0.00    0.00    0.00    0.00    0.00
IF432.5  7.0866     0.00 9.0653     0.00    0.00    0.00    0.00    0.00
IF441.0  7.185      0.00 9.0653     0.00    0.00    0.00    0.00    0.00
IF457.0  7.021      0.00 9.0649     0.00    0.00    0.00    0.00    0.00
IF468.0  6.8373     0.00 9.0645     0.00    0.00    0.00    0.00    0.00
IF472.5  6.857      0.00 9.0643     0.00    0.00    0.00    0.00    0.00
IF478.0  6.7913     0.00 9.0641     0.00    0.00    0.00    0.00    0.00
IF483.5  6.857      0.00 9.0639     0.00    0.00    0.00    0.00    0.00
IF492.0  6.8898     0.00 9.0636     0.00    0.00    0.00    0.00    0.00
IF502.0  6.9554     0.00 9.0632     0.00    0.00    0.00    0.00    0.00
IF513.0  6.2008     0.00 9.0628     0.00    0.00    0.00    0.00    0.00
IF518.0  9.0628     0.00 9.0628     0.00    0.00    0.00    0.00    0.00
AS530.4  9.062      0.00 9.062      0.00    0.00    0.00    0.00    0.00
IF535.5  5.9711     0.00 9.062      0.00    0.00    0.00    0.00    0.00
IF548.5  5.6759     0.00 9.0616     0.00    0.00    0.00    0.00    0.00
IF560.0  6.6076     0.00 9.0615     0.00    0.00    0.00    0.00    0.00
IF574.5  7.8412     0.00 9.0614     0.00    0.00    0.00    0.00    0.00
IF581.5  7.71       0.00 9.0614     0.00    0.00    0.00    0.00    0.00
IF587.5  7.5459     0.00 9.0613     0.00    0.00    0.00    0.00    0.00
IF595.0  7.3819     0.00 9.0613     0.00    0.00    0.00    0.00    0.00
IF602.5  5.3806     0.00 9.0612     0.00    0.00    0.00    0.00    0.00
IF608.0  5.2493     0.00 9.0611     0.00    0.00    0.00    0.00    0.00
IF618.5  5.2165     0.00 9.0611     0.00    0.00    0.00    0.00    0.00
IF630.0  4.8327     0.00 9.0611     0.00    0.00    0.00    0.00    0.00
IF637.0  4.9639     0.00 9.0613     0.00    0.00    0.00    0.00    0.00
IF650.5  4.8327     0.00 9.0615     0.00    0.00    0.00    0.00    0.00
IF660.5  4.8655     0.00 9.0616     0.00    0.00    0.00    0.00    0.00
IF668.0  4.5702     0.00 9.0616     0.00    0.00    0.00    0.00    0.00
IF677.0  4.7671     0.00 9.0618     0.00    0.00    0.00    0.00    0.00
IF688.0  4.7014     0.00 9.062      0.00    0.00    0.00    0.00    0.00
IF697.0  4.5046     0.00 9.0622     0.00    0.00    0.00    0.00    0.00
IF701.0  5.0131     0.00 9.0623     0.00    0.00    0.00    0.00    0.00
IF708.0  4.9442     0.00 9.0624     0.00    0.00    0.00    0.00    0.00
IF716.0  4.4062     0.00 9.0626     0.00    0.00    0.00    0.00    0.00
IF722.5  4.5374     0.00 9.0627     0.00    0.00    0.00    0.00    0.00
IF731.5  4.439      0.00 9.0629     0.00    0.00    0.00    0.00    0.00
IF740.0  4.5374     0.00 9.0631     0.00    0.00    0.00    0.00    0.00
IF747.5  4.4718     0.00 9.0632     0.00    0.00    0.00    0.00    0.00
IF752.0  4.5046     0.00 9.0633     0.00    0.00    0.00    0.00    0.00
IF760.0  4.2585     0.00 9.0634     0.00    0.00    0.00    0.00    0.00
IF764.5  3.6844     0.00 9.0634     0.00    0.00    0.00    0.00    0.00
IF774.0  3.9797     0.00 9.0634     0.00    0.00    0.00    0.00    0.00
IF785.5  3.9469     0.00 9.0633     0.00    0.00    0.00    0.00    0.00
